thr,pos
0.72124822,273
0.721934174,274
0.722065265,275
0.719723594,276
0.720173253,277
0.730181061,278
0.728763523,279
0.735482982,280
0.737374429,281
0.73502991,282
0.731624029,283
0.733633138,284
0.733911002,285
0.732227674,286
0.734271387,287
0.732738505,288
0.733846675,289
0.735191933,290
0.737060506,291
0.740717042,292
0.739821314,293
0.741645732,294
0.743003062,295
0.739893266,296
0.742552437,297
0.740924246,298
0.753255573,299
0.752892643,300
0.75729375,301
0.75943762,302
0.772189924,303
0.773030551,304
0.772108651,305
0.772734896,306
0.771486294,307
0.770540515,308
0.771365097,309
0.771097669,310
0.769707437,311
0.770583542,312
0.768270659,313
0.768342562,314
0.769074891,315
0.770160236,316
0.776365366,317
0.774853903,318
0.765681327,319
0.767658657,320
0.766873117,321
0.769783726,322
0.769278624,323
0.769862803,324
0.769884721,325
0.772509737,326
0.775910178,327
0.771672708,328
0.774520865,329
0.775071451,330
0.779183001,331
0.778086989,332
0.776898594,333
0.772268485,334
0.772813428,335
0.781623615,336
0.778043006,337
0.775010871,338
0.774221248,339
0.776205878,340
0.774214581,341
0.77406423,342
0.767118886,343
0.768709993,344
0.763813134,345
0.760455897,346
0.758324704,347
0.760839991,348
0.758937724,349
0.755310784,350
0.751614964,351
0.755242332,352
0.752587412,353
0.778618596,354
0.7744001,355
0.77501183,356
0.776759498,357
0.777034901,358
0.778443082,359
0.775482318,360
0.775961993,361
0.771117784,362
0.764199786,363
0.778577977,364
0.773745186,365
0.778683595,366
0.776395495,367
0.777307221,368
0.774136416,369
0.781301468,370
0.774774447,371
0.776536079,372
0.769373318,373
0.780720785,374
0.77935876,375
0.777939295,376
0.781764219,377
0.781052753,378
0.78791219,379
0.790206065,380
0.788249165,381
0.789438593,382
0.789566314,383
0.795012247,384
0.792321451,385
0.803252984,386
0.804989644,387
0.80587146,388
0.806720727,389
0.806115214,390
0.807496765,391
0.80954975,392
0.815316034,393
0.817346664,394
0.817449453,395
0.818503868,396
0.818819643,397
0.823605464,398
0.823455168,399
0.831646689,400
0.833973955,401
0.835403517,402
0.835078247,403
0.836841865,404
0.841030663,405
0.847558268,406
0.84482665,407
0.851008596,408
0.85840928,409
0.865543966,410
0.874788283,411
0.875979982,412
0.87809763,413
0.886015196,414
0.890686354,415
0.891098165,416
0.891018427,417
0.896008029,418
0.894991884,419
0.905800487,420
0.908918694,421
0.905647224,422
0.912894989,423
0.913440471,424
0.91197942,425
0.914911301,426
0.921462411,427
0.922819833,428
0.921532234,429
0.92427678,430
0.921735549,431
0.922596033,432
0.924511214,433
0.933295743,434
0.934069317,435
0.934797754,436
0.939951732,437
0.939186057,438
0.940941231,439
0.94743237,440
0.947258263,441
0.94957541,442
0.951953709,443
0.960847148,444
0.964088572,445
0.963899841,446
0.96653416,447
0.968067001,448
0.970171999,449
0.972690106,450
0.973726052,451
0.972464674,452
0.974963375,453
0.972625198,454
0.970485668,455
0.975088258,456
0.973881918,457
0.972847753,458
0.975605878,459
0.976261221,460
0.972225792,461
0.970941488,462
0.970537857,463
0.965076021,464
0.964332649,465
0.966009891,466
0.962820851,467
0.965102979,468
0.957236998,469
0.956111766,470
0.949663905,471
0.950086059,472
0.943781882,473
0.938147625,474
0.931669919,475
0.930288973,476
0.921099985,477
0.917189227,478
0.901038014,479
0.902612562,480
0.886037867,481
0.881883267,482
0.874894133,483
0.872770966,484
0.86129171,485
0.861205977,486
0.859922495,487
0.859650448,488
0.852660587,489
0.854125161,490
0.860505197,491
0.857872798,492
0.856865182,493
0.856322429,494
0.861319508,495
0.864253516,496
0.860251709,497
0.859305586,498
0.856951415,499
0.858144765,500
0.853129011,501
0.854584251,502
0.858411075,503
0.85314293,504
0.854414842,505
0.854377307,506
0.852809121,507
0.853534777,508
0.847953361,509
0.847371395,510
0.845247604,511
0.84689318,512
0.844985067,513
0.843381845,514
0.840727903,515
0.842001222,516
0.840927971,517
0.845272926,518
0.838613397,519
0.838087249,520
0.834995636,521
0.832050967,522
0.829311293,523
0.827074898,524
0.821454343,525
0.820747721,526
0.814329868,527
0.813630444,528
0.807850396,529
0.808352439,530
0.807785753,531
0.80741556,532
0.802327604,533
0.800697024,534
0.795823055,535
0.792444005,536
0.786732521,537
0.78389277,538
0.7808404,539
0.77290362,540
0.770122197,541
0.765274186,542
0.761916494,543
0.760478825,544
0.756513442,545
0.750290782,546
0.747606151,547
0.743212563,548
0.741850098,549
0.736789742,550
0.730662888,551
0.726052219,552
0.723054794,553
0.716622464,554
0.712523747,555
0.709491402,556
0.704266874,557
0.698491594,558
0.697243897,559
0.694125242,560
0.687638998,561
0.684735743,562
0.678213672,563
0.676464632,564
0.667155444,565
0.664798767,566
0.663673728,567
0.658844872,568
0.65432591,569
0.650381916,570
0.647603272,571
0.642436828,572
0.639370798,573
0.63518198,574
0.631767402,575
0.627840003,576
0.621491062,577
0.617860951,578
0.612740476,579
0.602836752,580
0.600593876,581
0.596858638,582
0.594160776,583
0.591306828,584
0.591630817,585
0.587102553,586
0.586938198,587
0.581919687,588
0.579194354,589
0.576765254,590
0.582597182,591
0.576924771,592
0.573344334,593
0.569147876,594
0.568393181,595
0.565193201,596
0.565142969,597
0.563609728,598
0.562524848,599
0.562029396,600
0.563601137,601
0.561636859,602
0.560236256,603
0.557389776,604
0.555463459,605
0.55077654,606
0.549382818,607
0.549066113,608
0.549662974,609
0.549090311,610
0.546955027,611
0.545967556,612
0.546351624,613
0.547212525,614
0.547434447,615
0.547246506,616
0.546343453,617
0.54730298,618
0.548466886,619
0.550104624,620
0.551496035,621
0.560302343,622
0.559114421,623
0.561051023,624
0.563392664,625
0.564988452,626
0.564867928,627
0.567880288,628
0.567610226,629
0.569087367,630
0.569206535,631
0.569570445,632
0.582508306,633
0.581247616,634
0.583286187,635
0.582855738,636
0.584909597,637
0.5851647,638
0.584745892,639
0.587694018,640
0.589177344,641
0.590407526,642
0.595246723,643
0.597094819,644
0.598258475,645
0.598500922,646
0.600607478,647
0.602292255,648
0.602738592,649
0.605181505,650
0.607061937,651
0.607871885,652
0.609756163,653
0.611817814,654
0.61253691,655
0.613758537,656
0.615608311,657
0.618638023,658
0.619916091,659
0.623098123,660
0.624759213,661
0.626215658,662
0.627218619,663
0.629094222,664
0.630288733,665
0.631846561,666
0.633093311,667
0.634018413,668
0.635317628,669
0.636976394,670
0.638246949,671
0.639073899,672
0.641571628,673
0.642522169,674
0.645328598,675
0.647372384,676
0.648679476,677
0.651059537,678
0.65372619,679
0.655613565,680
0.658990391,681
0.66157577,682
0.663315789,683
0.665617363,684
0.667495971,685
0.668906198,686
0.671789709,687
0.67289188,688
0.674675767,689
0.676126202,690
0.677991907,691
0.678310986,692
0.680701475,693
0.68340936,694
0.685715931,695
0.685351126,696
0.687708778,697
0.688806882,698
0.68994091,699
0.691832034,700
0.694227935,701
0.694707656,702
0.697159904,703
0.700068697,704
0.702208535,705
0.704946407,706
0.710193647,707
0.71134493,708
0.71329799,709
0.714657375,710
0.716937333,711
0.719415047,712
0.722207796,713
0.723906882,714
0.725371892,715
0.7271126,716
0.730170466,717
0.731943163,718
0.733078522,719
0.734504002,720
0.736487265,721
0.737182842,722
0.737584253,723
0.739857149,724
0.740778915,725
0.742457693,726
0.744597943,727
0.746230751,728
0.74739054,729
0.748457396,730
0.749741687,731
0.751081231,732
0.75315199,733
0.750955712,734
0.757477292,735
0.758023271,736
0.761634744,737
0.762416135,738
0.764804348,739
0.765496381,740
0.767541132,741
0.769535918,742
0.770928077,743
0.770329469,744
0.770941823,745
0.772476428,746
0.775904559,747
0.776423836,748
0.778123191,749
0.779641568,750
0.780382584,751
0.781153742,752
0.782446521,753
0.783154592,754
0.783931383,755
0.78517747,756
0.786533362,757
0.788625544,758
0.789393045,759
0.789830221,760
0.791371589,761
0.792428186,762
0.793276464,763
0.7936011,764
0.794953231,765
0.796387026,766
0.797350224,767
0.798809615,768
0.800010491,769
0.801391701,770
0.802530033,771
0.803809676,772
0.805021412,773
0.808450517,774
0.810957434,775
0.8134807,776
0.814804212,777
0.815209758,778
0.817802177,779
0.818508436,780
0.81910484,781
0.82113024,782
0.824207104,783
0.825810779,784
0.827213503,785
0.828722936,786
0.830294973,787
0.830994836,788
0.831591523,789
0.832774414,790
0.842447432,791
0.844788733,792
0.846208049,793
0.846893107,794
0.851635492,795
0.852358961,796
0.861324004,797
0.861518487,798
0.861381001,799
0.861616928,800
0.861530738,801
0.860654506,802
0.860256153,803
0.860946836,804
0.862057737,805
0.86653636,806
0.868345406,807
0.868033386,808
0.868450039,809
0.868869161,810
0.868604019,811
0.867472941,812
0.86681428,813
0.865966461,814
0.865802924,815
0.866297651,816
0.866011208,817
0.866544971,818
0.867018363,819
0.867294674,820
0.866993211,821
0.867073367,822
0.866568535,823
0.86473913,824
0.864232094,825
0.863209106,826
0.862199326,827
0.862395197,828
0.861650489,829
0.860830582,830
0.860708855,831
0.860190268,832
0.859607696,833
0.859263959,834
0.858983088,835
0.858748314,836
0.857799275,837
0.857921658,838
0.858075711,839
0.858122113,840
0.858692968,841
0.858231996,842
0.858283648,843
0.858391987,844
0.857826201,845
0.857902808,846
0.856962263,847
0.856593209,848
0.856835962,849
0.856761722,850
0.856956522,851
0.856090035,852
0.856500314,853
0.856440778,854
0.857026706,855
0.856560536,856
0.856843822,857
0.856684014,858
0.856775425,859
0.856188298,860
0.85607679,861
0.855568664,862
0.855909568,863
0.856236588,864
0.855892233,865
0.855920004,866
0.855430855,867
0.855300194,868
0.855583224,869
0.855117539,870
0.855128622,871
0.854840755,872
0.854915753,873
0.854811554,874
0.853893442,875
0.854666518,876
0.854403957,877
0.85500415,878
0.854907394,879
0.854993584,880
0.854912337,881
0.854282417,882
0.855776702,883
0.854941331,884
0.855491067,885
0.855499966,886
0.855531707,887
0.855623368,888
0.855638117,889
0.856616548,890
0.856373663,891
0.848199376,892
0.847619823,893
0.847519779,894
0.847777822,895
0.847509928,896
0.847342525,897
0.846595704,898
0.846259401,899
0.845920285,900
0.845197764,901
0.845294586,902
0.845812859,903
0.846070899,904
0.844984427,905
0.844837351,906
0.844486409,907
0.844041455,908
0.844343994,909
0.844450608,910
0.844762261,911
0.844862372,912
0.845427247,913
0.84514324,914
0.845944992,915
0.845876863,916
0.845629722,917
0.845902714,918
0.844787755,919
0.844988216,920
0.84551535,921
0.845880991,922
0.845946663,923
0.846371494,924
0.847207131,925
0.847908273,926
0.848417369,927
0.849164315,928
0.848611624,929
0.848889673,930
0.849039686,931
0.848682003,932
0.849312063,933
0.849295755,934
0.849331214,935
0.849464158,936
0.849605137,937
0.850156063,938
0.849464572,939
0.849452986,940
0.84933581,941
0.848948907,942
0.848360821,943
0.848163021,944
0.848306337,945
0.847860595,946
0.847878208,947
0.847238868,948
0.846921259,949
0.847120621,950
0.846899108,951
0.846564735,952
0.846626917,953
0.845845813,954
0.845461775,955
0.845661947,956
0.844926413,957
0.84539334,958
0.844360187,959
0.844652752,960
0.844872587,961
0.844754185,962
0.844974286,963
0.844567274,964
0.844549809,965
0.845201592,966
0.842133458,967
0.842013121,968
0.841745403,969
0.841086778,970
0.841359405,971
0.841898556,972
0.841478095,973
0.841929214,974
0.841503473,975
0.841359221,976
0.841042335,977
0.840554222,978
0.839498098,979
0.839158831,980
0.838463853,981
0.838122865,982
0.837982979,983
0.835507798,984
0.835555441,985
0.834260862,986
0.834042176,987
0.83461785,988
0.832798371,989
0.832555258,990
0.830079719,991
0.829008224,992
0.829068222,993
0.829688327,994
0.828641485,995
0.827373882,996
0.828032366,997
0.827405712,998
0.82673986,999
0.82588826,1000
0.825961767,1001
0.825999328,1002
0.825387525,1003
0.825236289,1004
0.825164271,1005
0.824434313,1006
0.824030553,1007
0.824216264,1008
0.822998739,1009
0.822733501,1010
0.821704646,1011
0.821070427,1012
0.821104312,1013
0.819730185,1014
0.820208414,1015
0.819666984,1016
0.818817902,1017
0.817438027,1018
0.817095569,1019
0.816500033,1020
0.814844873,1021
0.813672657,1022
0.813081184,1023
0.812768618,1024
0.811588788,1025
0.810681653,1026
0.809663119,1027
0.808999739,1028
0.809180933,1029
0.809036259,1030
0.808427133,1031
0.80646197,1032
0.805855863,1033
0.805394305,1034
0.803039057,1035
0.802648317,1036
0.801511732,1037
0.798388353,1038
0.797011533,1039
0.795706308,1040
0.79505071,1041
0.793231644,1042
0.792558608,1043
0.790700392,1044
0.789893728,1045
0.788390172,1046
0.787685685,1047
0.786415021,1048
0.785443246,1049
0.784986808,1050
0.784984834,1051
0.784140262,1052
0.78358149,1053
0.782628257,1054
0.781740745,1055
0.781046068,1056
0.779007818,1057
0.777678,1058
0.77694759,1059
0.776555763,1060
0.775799666,1061
0.7743076,1062
0.773141475,1063
0.771675194,1064
0.770681071,1065
0.769490002,1066
0.768692636,1067
0.770527951,1068
0.768262434,1069
0.766981977,1070
0.765469303,1071
0.763408176,1072
0.762647171,1073
0.760712551,1074
0.758668957,1075
0.756505946,1076
0.754978583,1077
0.7517884,1078
0.75060383,1079
0.748026269,1080
0.743959438,1081
0.741961832,1082
0.740559613,1083
0.73843649,1084
0.735644616,1085
0.733105105,1086
0.729009637,1087
0.726391091,1088
0.723887256,1089
0.722147727,1090
0.719916323,1091
0.718224961,1092
0.716970693,1093
0.715059749,1094
0.714025139,1095
0.713749421,1096
0.705731171,1097
0.704259885,1098
0.703971945,1099
0.701172732,1100
0.699314094,1101
0.69770312,1102
0.698842352,1103
0.695948947,1104
0.694189783,1105
0.692361454,1106
0.691294019,1107
0.690344159,1108
0.686949444,1109
0.683217153,1110
0.679931213,1111
0.679560021,1112
0.675556642,1113
0.673231273,1114
0.672238152,1115
0.668087349,1116
0.665804274,1117
0.661658542,1118
0.658806441,1119
0.656094737,1120
0.655175896,1121
0.653059654,1122
0.651257587,1123
0.647372586,1124
0.646221655,1125
0.641975769,1126
0.638560532,1127
0.636392046,1128
0.63418538,1129
0.631639014,1130
0.629018158,1131
0.6191877,1132
0.615770976,1133
0.614157081,1134
0.61156346,1135
0.607337822,1136
0.604109437,1137
0.602118907,1138
0.598639071,1139
0.597089249,1140
0.593442271,1141
0.590970711,1142
0.589240468,1143
0.58560262,1144
0.583749265,1145
0.583612338,1146
0.579968444,1147
0.57798809,1148
0.575492166,1149
0.571004812,1150
0.569494978,1151
0.563856059,1152
0.561189027,1153
0.557421318,1154
0.553007459,1155
0.550841276,1156
0.549748155,1157
0.546460083,1158
0.543511269,1159
0.54108055,1160
0.538596764,1161
0.535849535,1162
0.534055396,1163
0.532351827,1164
0.528110825,1165
0.523402442,1166
0.519050999,1167
0.515771439,1168
0.514467485,1169
0.513246779,1170
0.510498617,1171
0.509465452,1172
0.506423888,1173
0.505662638,1174
0.505326371,1175
0.503288002,1176
0.498256078,1177
0.493957761,1178
0.493981712,1179
0.493256501,1180
0.491711141,1181
0.487649406,1182
0.48541469,1183
0.484108215,1184
0.47938375,1185
0.477753119,1186
0.476935275,1187
0.473738863,1188
0.472362215,1189
0.471067296,1190
0.470081214,1191
0.467839143,1192
0.466847231,1193
0.464273267,1194
0.462942786,1195
0.460437113,1196
0.45982371,1197
0.45765012,1198
0.457186207,1199
0.449332941,1200
0.447765144,1201
0.445377117,1202
0.443378215,1203
0.432976397,1204
0.43259139,1205
0.43097863,1206
0.429203972,1207
0.426824736,1208
0.42385403,1209
0.421981268,1210
0.420509916,1211
0.420041073,1212
0.417947919,1213
0.417343112,1214
0.409868209,1215
0.406488891,1216
0.405071226,1217
0.403426182,1218
0.404039823,1219
0.402046956,1220
0.401136641,1221
0.399615494,1222
0.398352703,1223
0.396975583,1224
0.3971215,1225
0.395410545,1226
0.394879238,1227
0.393499025,1228
0.393537275,1229
0.3927012,1230
0.393082029,1231
0.394190778,1232
0.396606493,1233
0.397673753,1234
0.396980093,1235
0.398066997,1236
0.398564652,1237
0.398320498,1238
0.398424305,1239
0.395577896,1240
0.396650748,1241
0.394700965,1242
0.394385774,1243
0.395058158,1244
0.39223401,1245
0.392487733,1246
0.393158791,1247
0.391945261,1248
0.39260971,1249
0.391486726,1250
0.392713961,1251
0.390517008,1252
0.392336154,1253
0.390520853,1254
0.392104549,1255
0.391366871,1256
0.39139047,1257
0.393486642,1258
0.392986882,1259
0.392712231,1260
0.393323106,1261
0.392627175,1262
0.391590572,1263
0.389189654,1264
0.391524407,1265
0.393606167,1266
0.395340587,1267
0.397714026,1268
0.398276706,1269
0.400619054,1270
0.40098581,1271
0.402166901,1272
0.402452686,1273
0.40377918,1274
0.404802075,1275
0.403878006,1276
0.405744517,1277
0.410089106,1278
0.418506897,1279
0.41787183,1280
0.420430992,1281
0.422002315,1282
0.424830262,1283
0.426510588,1284
0.426527239,1285
0.429702857,1286
0.431720658,1287
0.433309341,1288
0.434981928,1289
0.436946978,1290
0.438518958,1291
0.441544106,1292
0.444240244,1293
0.446854158,1294
0.449582902,1295
0.451289323,1296
0.453678094,1297
0.454962387,1298
0.456312459,1299
0.459946189,1300
0.463170454,1301
0.464809688,1302
0.470654565,1303
0.472788808,1304
0.476917599,1305
0.478177369,1306
0.483958693,1307
0.486937142,1308
0.491953129,1309
0.494680429,1310
0.497581587,1311
0.501679378,1312
0.505258464,1313
0.510189004,1314
0.518850716,1315
0.524308483,1316
0.528836625,1317
0.534790345,1318
0.53822159,1319
0.5420039,1320
0.550523417,1321
0.554811283,1322
0.557843393,1323
0.56235908,1324
0.566709384,1325
0.570539715,1326
0.575479527,1327
0.580030975,1328
0.585655813,1329
0.589236898,1330
0.595265619,1331
0.599475544,1332
0.603614336,1333
0.607852568,1334
0.609821097,1335
0.612790739,1336
0.614836642,1337
0.617663879,1338
0.621142204,1339
0.623634691,1340
0.626507202,1341
0.628465207,1342
0.635306815,1343
0.638027116,1344
0.6395474,1345
0.644992066,1346
0.652597354,1347
0.655993755,1348
0.65888378,1349
0.664246665,1350
0.672194705,1351
0.679899651,1352
0.687452832,1353
0.69088004,1354
0.698336351,1355
0.703912163,1356
0.717538798,1357
0.718796854,1358
0.723802123,1359
0.726811392,1360
0.729100508,1361
0.73239668,1362
0.735420561,1363
0.736798633,1364
0.740594156,1365
0.743553306,1366
0.74701931,1367
0.74970295,1368
0.752899544,1369
0.756378049,1370
0.75795383,1371
0.761766194,1372
0.765223687,1373
0.765675698,1374
0.769160774,1375
0.771059076,1376
0.772106926,1377
0.773427921,1378
0.775644202,1379
0.778060864,1380
0.781216835,1381
0.78359097,1382
0.785432019,1383
0.786602594,1384
0.790150269,1385
0.792113585,1386
0.792398732,1387
0.793007765,1388
0.796242339,1389
0.798907377,1390
0.803814694,1391
0.804563688,1392
0.805038263,1393
0.806219237,1394
0.811200868,1395
0.811689664,1396
0.813406757,1397
0.813858849,1398
0.816535433,1399
0.817405084,1400
0.819755225,1401
0.821603647,1402
0.822167972,1403
0.824840757,1404
0.826072323,1405
0.827887765,1406
0.828944091,1407
0.830500149,1408
0.831201768,1409
0.832560006,1410
0.834471875,1411
0.83443816,1412
0.836391602,1413
0.837296764,1414
0.838145006,1415
0.840390821,1416
0.842850643,1417
0.843264463,1418
0.843511197,1419
0.844407115,1420
0.84495679,1421
0.846367204,1422
0.847860434,1423
0.848068178,1424
0.849672884,1425
0.85145095,1426
0.853283346,1427
0.854048876,1428
0.854241339,1429
0.855711273,1430
0.856683989,1431
0.8584871,1432
0.858711081,1433
0.86163969,1434
0.861698212,1435
0.862944731,1436
0.865266425,1437
0.865762584,1438
0.866408326,1439
0.86865988,1440
0.869583506,1441
0.873159853,1442
0.87453227,1443
0.875113664,1444
0.876847941,1445
0.87680559,1446
0.877759622,1447
0.878522463,1448
0.87907495,1449
0.879306464,1450
0.880754229,1451
0.880664663,1452
0.881188342,1453
0.880626024,1454
0.882294996,1455
0.882392346,1456
0.883986947,1457
0.884998319,1458
0.885176295,1459
0.885374357,1460
0.888179124,1461
0.888670546,1462
0.888735315,1463
0.889215048,1464
0.888736691,1465
0.888526158,1466
0.888774553,1467
0.889830847,1468
0.889612345,1469
0.889571189,1470
0.890805871,1471
0.89099647,1472
0.891673658,1473
0.890944958,1474
0.891114152,1475
0.890208757,1476
0.89118444,1477
0.891483653,1478
0.891289198,1479
0.890918757,1480
0.891638015,1481
0.891150002,1482
0.891312545,1483
0.890919701,1484
0.890797174,1485
0.890131554,1486
0.890635489,1487
0.889917454,1488
0.891555303,1489
0.893793806,1490
0.895155713,1491
0.894846592,1492
0.895122737,1493
0.894794836,1494
0.894385955,1495
0.895839276,1496
0.897002878,1497
0.898037689,1498
0.897871841,1499
0.89776826,1500
0.899111046,1501
0.899519441,1502
0.899422416,1503
0.898579126,1504
0.89827948,1505
0.89785398,1506
0.897757414,1507
0.898136945,1508
0.897510938,1509
0.896632367,1510
0.895837371,1511
0.895894379,1512
0.895663208,1513
0.894876483,1514
0.895582156,1515
0.894136059,1516
0.893689361,1517
0.892542545,1518
0.892395081,1519
0.891806587,1520
0.891966948,1521
0.890999613,1522
0.890454236,1523
0.890162969,1524
0.889326905,1525
0.888341845,1526
0.887127731,1527
0.886144803,1528
0.885924384,1529
0.885131623,1530
0.884706413,1531
0.884152555,1532
0.88354114,1533
0.882432246,1534
0.881824501,1535
0.878787876,1536
0.878231603,1537
0.877827636,1538
0.876218579,1539
0.875197226,1540
0.87340657,1541
0.868893011,1542
0.865204629,1543
0.863465423,1544
0.862780688,1545
0.861825924,1546
0.861612351,1547
0.860533591,1548
0.858758558,1549
0.859003478,1550
0.856883608,1551
0.853942827,1552
0.847549535,1553
0.846268451,1554
0.844390941,1555
0.84186135,1556
0.840328694,1557
0.838526928,1558
0.837821331,1559
0.837044917,1560
0.835688773,1561
0.835279265,1562
0.834763144,1563
0.833525757,1564
0.833664428,1565
0.832902638,1566
0.830628392,1567
0.828903516,1568
0.828813681,1569
0.828202633,1570
0.826213002,1571
0.825162604,1572
0.824924451,1573
0.825756452,1574
0.823851247,1575
0.822033143,1576
0.820617467,1577
0.818183202,1578
0.817447448,1579
0.815830391,1580
0.814617255,1581
0.813926626,1582
0.812883049,1583
0.812582032,1584
0.810613364,1585
0.809381791,1586
0.80805524,1587
0.80573921,1588
0.805263736,1589
0.802243377,1590
0.799131459,1591
0.798002424,1592
0.797441906,1593
0.796414528,1594
0.794744391,1595
0.790106361,1596
0.786911615,1597
0.784712013,1598
0.779523751,1599
0.778299884,1600
0.775970598,1601
0.771141158,1602
0.768749145,1603
0.765691483,1604
0.763815025,1605
0.762411487,1606
0.762300525,1607
0.762754136,1608
0.761795454,1609
0.760161022,1610
0.758692935,1611
0.755090822,1612
0.753573679,1613
0.752189346,1614
0.75051824,1615
0.750921211,1616
0.749571834,1617
0.748090224,1618
0.74763702,1619
0.745532882,1620
0.744187142,1621
0.743224202,1622
0.741449948,1623
0.740286111,1624
0.738894007,1625
0.738766674,1626
0.736791423,1627
0.735966532,1628
0.733859067,1629
0.732412001,1630
0.730601684,1631
0.727076379,1632
0.725655818,1633
0.724865488,1634
0.723335928,1635
0.721287226,1636
0.718295,1637
0.717312116,1638
0.714965154,1639
0.712384786,1640
0.710093084,1641
0.709791732,1642
0.709980264,1643
0.709509212,1644
0.708491221,1645
0.707467636,1646
0.706769831,1647
0.705937745,1648
0.704680771,1649
0.70389541,1650
0.702513929,1651
0.70058814,1652
0.700480829,1653
0.702647591,1654
0.702250889,1655
0.700835633,1656
0.699636919,1657
0.695654686,1658
0.694116209,1659
0.691266514,1660
0.686790664,1661
0.686253511,1662
0.681817596,1663
0.68070937,1664
0.678032203,1665
0.674094201,1666
0.673135575,1667
0.670757562,1668
0.669367444,1669
0.666089039,1670
0.663861326,1671
0.660359406,1672
0.658702536,1673
0.654923778,1674
0.650958536,1675
0.650286668,1676
0.649465763,1677
0.648055929,1678
0.648413982,1679
0.645899751,1680
0.642916983,1681
